id,nombre,ambito_gobierno,poder_gobierno,sistema3,entidad_nombre
269,MUNICIPIO DE TONALá,Municipal,Municipal,,Chiapas
270,MUNICIPIO DE TOTOLAPA,Municipal,Municipal,,Chiapas
271,MUNICIPIO DE LA TRINITARIA,Municipal,Municipal,,Chiapas
272,MUNICIPIO DE TUMBALá,Municipal,Municipal,,Chiapas
273,MUNICIPIO DE TUXTLA GUTIéRREZ,Municipal,Municipal,,Chiapas
274,MUNICIPIO DE TUXTLA CHICO,Municipal,Municipal,,Chiapas
275,MUNICIPIO DE TUZANTáN,Municipal,Municipal,,Chiapas
276,MUNICIPIO DE TZIMOL,Municipal,Municipal,,Chiapas
277,MUNICIPIO DE UNIóN JUáREZ,Municipal,Municipal,,Chiapas
278,MUNICIPIO DE VENUSTIANO CARRANZA,Municipal,Municipal,,Chiapas
279,MUNICIPIO DE VILLA CORZO,Municipal,Municipal,,Chiapas
280,MUNICIPIO DE VILLAFLORES,Municipal,Municipal,,Chiapas
281,MUNICIPIO DE YAJALóN,Municipal,Municipal,,Chiapas
282,MUNICIPIO DE SAN LUCAS,Municipal,Municipal,,Chiapas
283,MUNICIPIO DE ZINACANTáN,Municipal,Municipal,,Chiapas
284,MUNICIPIO DE SAN JUAN CANCUC,Municipal,Municipal,,Chiapas
285,MUNICIPIO DE ALDAMA,Municipal,Municipal,,Chiapas
286,MUNICIPIO DE BENEMéRITO DE LAS AMéRICAS,Municipal,Municipal,,Chiapas
287,MUNICIPIO DE MARAVILLA TENEJAPA,Municipal,Municipal,,Chiapas
288,MUNICIPIO DE ZAMORA PICO DE ORO,Municipal,Municipal,,Chiapas
289,MUNICIPIO DE MONTECRISTO DE GUERRERO,Municipal,Municipal,,Chiapas
290,MUNICIPIO DE SAN ANDRéS DURAZNAL,Municipal,Municipal,,Chiapas
291,MUNICIPIO DE SANTIAGO EL PINAR,Municipal,Municipal,,Chiapas
292,MUNICIPIO DE CAPITáN LUIS ÁNGEL VIDAL,Municipal,Municipal,,Chiapas
293,MUNICIPIO DE RINCóN CHAMULA,Municipal,Municipal,,Chiapas
294,MUNICIPIO DE EL PARRAL,Municipal,Municipal,,Chiapas
295,MUNICIPIO DE 20 DE NOVIEMBRE,Municipal,Municipal,,Chiapas
296,MUNICIPIO DE RAUDALES MALPASO,Municipal,Municipal,,Chiapas
297,MUNICIPIO DE HONDURAS DE LA SIERRA,Municipal,Municipal,,Chiapas
298,CONSEJO DE LA JUDICATURA,Estatal,Judicial,false,Chihuahua
299,TRIBUNAL ESTATAL DE JUSTICIA ADMINISTRATIVA DE CHIHUAHUA,Estatal,Autonomo,true,Chihuahua
300,CONTRALORIA PODER JUDICIAL CHIHUAHUA,Estatal,Judicial,false,Chihuahua
301,COMISION ESTATAL DE LOS DERECHOS HUMANOS DE CHIHUAHUA,Estatal,Autonomo,true,Chihuahua
302,INSTITUTO ESTATAL ELECTORAL DE CHIHUAHUA,Estatal,Autonomo,false,Chihuahua
303,TRIBUNAL ESTATAL ELECTORAL DE CHIHUAHUA,Estatal,Autonomo,false,Chihuahua
304,SECRETARIA DE LA FUNCION PUBLICA,Estatal,Ejecutivo,true,Chihuahua
305,SECTOR APOYO SOCIAL,Estatal,Ejecutivo,true,Chihuahua
306,SECTOR DESARROLLO URBANO Y RURAL,Estatal,Ejecutivo,true,Chihuahua
307,SECTOR ECONOMIA Y EMPLEO,Estatal,Ejecutivo,false,Chihuahua
308,SECTOR EDUCACION CULTURA Y DEPORTE,Estatal,Ejecutivo,true,Chihuahua
309,SECTOR GOBIERNO,Estatal,Ejecutivo,true,Chihuahua
310,SECTOR HACIENDA,Estatal,Ejecutivo,true,Chihuahua
311,SECTOR OBRA PUBLICA Y AGUA,Estatal,Ejecutivo,true,Chihuahua
312,SECTOR SALUD,Estatal,Ejecutivo,true,Chihuahua
313,SECTOR SEGURIDAD Y JUSTICIA,Estatal,Ejecutivo,true,Chihuahua
314,CONGRESO DEL ESTADO DE CHIHUAHUA,Estatal,Autonomo,true,Chihuahua
315,INSTITUTO CHIHUAHUENSE PARA LA TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÊBLICA,Estatal,Autonomo,false,Chihuahua
316,MUNICIPIO DE MIGUEL AHUMADA,Municipal,Municipal,,Chihuahua
317,MUNICIPIO DE JUAN ALDAMA,Municipal,Municipal,,Chihuahua
318,MUNICIPIO DE VALLE DE IGNACIO ALLENDE,Municipal,Municipal,,Chihuahua
319,MUNICIPIO DE SANTA EULALIA,Municipal,Municipal,,Chihuahua
320,MUNICIPIO DE ASCENSIóN,Municipal,Municipal,,Chihuahua
321,MUNICIPIO DE BACHíNIVA,Municipal,Municipal,,Chihuahua
322,MUNICIPIO DE MARIANO BALLEZA,Municipal,Municipal,,Chihuahua
323,MUNICIPIO DE BATOPILAS DE MANUEL GóMEZ MORíN,Municipal,Municipal,,Chihuahua
324,MUNICIPIO DE BOCOYNA,Municipal,Municipal,,Chihuahua
325,MUNICIPIO DE SAN BUENAVENTURA,Municipal,Municipal,,Chihuahua
326,MUNICIPIO DE SANTA ROSALíA DE CAMARGO,Municipal,Municipal,,Chihuahua
327,MUNICIPIO DE CARICHí,Municipal,Municipal,,Chihuahua
328,MUNICIPIO DE CASAS GRANDES,Municipal,Municipal,,Chihuahua
329,MUNICIPIO DE JOSé ESTEBAN CORONADO,Municipal,Municipal,,Chihuahua
330,MUNICIPIO DE SANTIAGO DE COYAME,Municipal,Municipal,,Chihuahua
331,MUNICIPIO DE LA CRUZ,Municipal,Municipal,,Chihuahua
332,MUNICIPIO DE CUAUHTéMOC,Municipal,Municipal,,Chihuahua
333,MUNICIPIO DE CUSIHUIRIACHI,Municipal,Municipal,,Chihuahua
334,MUNICIPIO DE CHIHUAHUA,Municipal,Municipal,,Chihuahua
335,MUNICIPIO DE CHíNIPAS DE ALMADA,Municipal,Municipal,,Chihuahua
336,MUNICIPIO DE DELICIAS,Municipal,Municipal,,Chihuahua
337,MUNICIPIO DE SAN LORENZO,Municipal,Municipal,,Chihuahua
338,MUNICIPIO DE HERMENEGILDO GALEANA,Municipal,Municipal,,Chihuahua
339,MUNICIPIO DE SANTA ISABEL,Municipal,Municipal,,Chihuahua
340,MUNICIPIO DE VALENTíN GóMEZ FARíAS,Municipal,Municipal,,Chihuahua
341,MUNICIPIO DE SAN NICOLáS DE CARRETAS,Municipal,Municipal,,Chihuahua
342,MUNICIPIO DE GUACHOCHI,Municipal,Municipal,,Chihuahua
343,MUNICIPIO DE GUADALUPE,Municipal,Municipal,,Chihuahua
344,MUNICIPIO DE GUADALUPE Y CALVO,Municipal,Municipal,,Chihuahua
345,MUNICIPIO DE TéMORIS,Municipal,Municipal,,Chihuahua
346,MUNICIPIO DE CIUDAD GUERRERO,Municipal,Municipal,,Chihuahua
347,MUNICIPIO DE HIDALGO DEL PARRAL,Municipal,Municipal,,Chihuahua
348,MUNICIPIO DE HUEJOTITáN,Municipal,Municipal,,Chihuahua
349,MUNICIPIO DE IGNACIO ZARAGOZA,Municipal,Municipal,,Chihuahua
350,MUNICIPIO DE JANOS,Municipal,Municipal,,Chihuahua
351,MUNICIPIO DE JOSé MARIANO JIMéNEZ,Municipal,Municipal,,Chihuahua
352,MUNICIPIO DE JUáREZ,Municipal,Municipal,,Chihuahua
353,MUNICIPIO DE JULIMES,Municipal,Municipal,,Chihuahua
354,MUNICIPIO DE OCTAVIANO LóPEZ,Municipal,Municipal,,Chihuahua
355,MUNICIPIO DE MADERA,Municipal,Municipal,,Chihuahua
356,MUNICIPIO DE MAGUARICHI,Municipal,Municipal,,Chihuahua
357,MUNICIPIO DE MANUEL BENAVIDES,Municipal,Municipal,,Chihuahua
358,MUNICIPIO DE MATACHí,Municipal,Municipal,,Chihuahua
359,MUNICIPIO DE MARIANO MATAMOROS,Municipal,Municipal,,Chihuahua
360,MUNICIPIO DE PEDRO MEOQUI,Municipal,Municipal,,Chihuahua
361,MUNICIPIO DE MORELOS,Municipal,Municipal,,Chihuahua
362,MUNICIPIO DE MORIS,Municipal,Municipal,,Chihuahua
363,MUNICIPIO DE NAMIQUIPA,Municipal,Municipal,,Chihuahua
364,MUNICIPIO DE NONOAVA,Municipal,Municipal,,Chihuahua
365,MUNICIPIO DE NUEVO CASAS GRANDES,Municipal,Municipal,,Chihuahua
366,MUNICIPIO DE MELCHOR OCAMPO,Municipal,Municipal,,Chihuahua
367,MUNICIPIO DE MANUEL OJINAGA,Municipal,Municipal,,Chihuahua
368,MUNICIPIO DE PRAXEDIS G. GUERRERO,Municipal,Municipal,,Chihuahua
369,MUNICIPIO DE SAN ANDRéS,Municipal,Municipal,,Chihuahua
370,MUNICIPIO DE SANTA CRUZ DE ROSALES,Municipal,Municipal,,Chihuahua
371,MUNICIPIO DE VALLE DEL ROSARIO,Municipal,Municipal,,Chihuahua
372,MUNICIPIO DE SAN FRANCISCO DE BORJA,Municipal,Municipal,,Chihuahua
373,MUNICIPIO DE SAN FRANCISCO DE CONCHOS,Municipal,Municipal,,Chihuahua
374,MUNICIPIO DE SAN FRANCISCO DEL ORO,Municipal,Municipal,,Chihuahua
375,MUNICIPIO DE SANTA BáRBARA,Municipal,Municipal,,Chihuahua
376,MUNICIPIO DE SAN FRANCISCO JAVIER DE SATEVó,Municipal,Municipal,,Chihuahua
377,MUNICIPIO DE SAUCILLO,Municipal,Municipal,,Chihuahua
378,MUNICIPIO DE TEMóSACHIC,Municipal,Municipal,,Chihuahua
379,MUNICIPIO DE EL TULE,Municipal,Municipal,,Chihuahua
380,MUNICIPIO DE URIQUE,Municipal,Municipal,,Chihuahua
381,MUNICIPIO DE URUACHI,Municipal,Municipal,,Chihuahua
382,MUNICIPIO DE VALLE DE ZARAGOZA,Municipal,Municipal,,Chihuahua
383,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DE LA CIUDAD DE MÉXICO,Estatal,Autonomo,false,Ciudad de México
384,CAJA DE PREVISION DE LA POLICIA AUXILIAR DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
385,CENTRO DE CONCILIACION LABORAL DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
386,CONTRALORIA CONGRESO DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
387,CONTRALORIA DEL PODER JUDICIAL DE LA CIUDAD DE MEXICO,Estatal,Judicial,false,Ciudad de México
388,CONTRALORIA INTERNA DE LA COMISION DE DERECHOS HUMANOS DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
389,CONTRALORIA INTERNA DE LA UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
390,CONTRALORIA INTERNA DEL INSTITUTO ELECTORAL DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
391,CONTRALORIA INTERNA DEL TRIBUNAL ELECTORAL DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
392,ESCUELA DE ADMINISTRACION PUBLICA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
393,FIDEICOMISO BIENESTAR EDUCATIVO DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
394,FONDO MIXTO DE PROMOCION TURISTICA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
395,FONDO PARA EL DESARROLLO SOCIAL DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
396,HEROICO CUERPO DE BOMBEROS,Estatal,Ejecutivo,false,Ciudad de México
397,INSTITUTO DE EDUCACION MEDIA SUPERIOR,Estatal,Ejecutivo,false,Ciudad de México
398,INSTITUTO DE LA JUVENTUD DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
399,INSTITUTO DE VIVIENDA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
400,INSTITUTO DEL DEPORTE DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
401,INSTITUTO PARA LA ATENCION Y PREVENCION DE LAS ADICCIONES,Estatal,Ejecutivo,false,Ciudad de México
402,INSTITUTO PARA LA SEGURIDAD DE LAS CONSTRUCCIONES EN EL DISTRITO FEDERAL,Estatal,Ejecutivo,false,Ciudad de México
403,JEFATURA DE GOBIERNO DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
404,METROBUS,Estatal,Ejecutivo,false,Ciudad de México
405,FISCALIA GENERAL DE JUSTICIA DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
406,CONSEJERIA JURIDICA Y DE SERVICIOS LEGALES,Estatal,Ejecutivo,false,Ciudad de México
407,CONSEJO DE EVALUACIÓN DE LA CIUDAD DE MÉXICO,Estatal,Autonomo,false,Ciudad de México
408,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
409,INSTITUTO DE TRANSPARENCIA ACCESO A LA INFORMACION PUBLICA PROTECCION DE DATOS PERSONALES Y RENDICION DE CUENTAS DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
410,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DE LA CIUDAD DE MEXICO,Estatal,Autonomo,false,Ciudad de México
411,CORPORACION MEXICANA DE IMPRESION SA DE CV,Estatal,Ejecutivo,false,Ciudad de México
412,FIDEICOMISO DE RECUPERACION CREDITICIA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
413,INSTITUTO DE PLANEACION DE MOCRATICA Y PROSPECTIVA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
414,INSTITUTO DE VERIFICACION ADMINISTRATIVA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
415,INSTITUTO LOCAL DE LA INFRAESTRUCTURA FISICA EDUCATIVA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
416,CAJA DE PREVISION DE LA POLICIA PREVENTIVA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
417,CAJA DE PREVISION PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
418,SECRETARIA DE CULTURA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
419,SECRETARIA DE DESARROLLO URBANO Y VIVIENDA,Estatal,Ejecutivo,false,Ciudad de México
420,SECRETARIA DE EDUCACION CIENCIA TECNOLOGIA E INNOVACION,Estatal,Ejecutivo,false,Ciudad de México
421,SECRETARIA DE GESTION INTEGRAL DE RIESGOS Y PROTECCION CIVIL,Estatal,Ejecutivo,false,Ciudad de México
422,SECRETARIA DE GOBIERNO,Estatal,Ejecutivo,false,Ciudad de México
423,SECRETARIA DE INCLUSION Y BIENESTAR SOCIAL,Estatal,Ejecutivo,false,Ciudad de México
424,SECRETARIA DE LA CONTRALORIA GENERAL DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
425,SECRETARIA DE LAS MUJERES DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
426,SECRETARIA DE MOVILIDAD,Estatal,Ejecutivo,false,Ciudad de México
427,SECRETARIA DE OBRAS Y SERVICIOS,Estatal,Ejecutivo,false,Ciudad de México
428,SECRETARIA DE PUEBLOS Y BARRIOS ORIGINARIOS Y COMUNIDADES INDIGENAS RESIDENTES,Estatal,Ejecutivo,false,Ciudad de México
429,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
430,SECRETARIA DE SEGURIDAD CIUDADANA,Estatal,Ejecutivo,false,Ciudad de México
431,SECRETARIA DE TURISMO,Estatal,Ejecutivo,false,Ciudad de México
432,SECRETARIA DEL MEDIA AMBIENTE,Estatal,Ejecutivo,false,Ciudad de México
433,PROCURADURIA AMBIENTAL Y DEL ORDENAMIENTO TERRITORIAL,Estatal,Ejecutivo,false,Ciudad de México
434,PROCURADURIA SOCIAL DE LA CIUDAD DEMEXICO,Estatal,Ejecutivo,false,Ciudad de México
435,RED DE TRANSPORTE DE PASAJEROS,Estatal,Ejecutivo,false,Ciudad de México
436,SECRETARIA DE ADMINISTRACION Y FINANZAS DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
437,SECRETARIA DE DESARROLLO ECONOMICO,Estatal,Ejecutivo,false,Ciudad de México
438,SECRETARIA DE TRABAJO Y FOMENTO AL EMPLEO,Estatal,Ejecutivo,false,Ciudad de México
439,SERVICIO DE TRANSPORTES ELECTRICOS,Estatal,Ejecutivo,false,Ciudad de México
440,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
441,SISTEMA DE TRANSPORTE COLECTIVO,Estatal,Ejecutivo,false,Ciudad de México
442,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE LA CIUDAD DE MEXICO,Estatal,Ejecutivo,false,Ciudad de México
443,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
444,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
445,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
446,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
447,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
448,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
449,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
450,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
451,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
452,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
453,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
454,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
455,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
456,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
457,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
458,MUNICIPIO DE ,Municipal,Municipal,,Ciudad de México
459,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DE COAHUILA DE ZARAGOZA,Estatal,Autonomo,false,Coahuila de Zaragoza
460,CONTRALORIA INTERNAL DEL INSTITUTO ELECTORAL DE COAHUILA,Estatal,Autonomo,false,Coahuila de Zaragoza
461,DIRECCION DE PENSIONES DE LOS TRABAJADORES DE LA EDUCACION,Estatal,Ejecutivo,false,Coahuila de Zaragoza
462,PROCURADURIA PARA NIÑOS NIÑAS Y LA FAMILIA,Estatal,Ejecutivo,false,Coahuila de Zaragoza
463,SECRETARIA DE CULTURA,Estatal,Ejecutivo,false,Coahuila de Zaragoza
464,SECRETARIA DE DESARROLLO RURAL,Estatal,Ejecutivo,false,Coahuila de Zaragoza
465,SECRETARIA DE ECONOMIA,Estatal,Ejecutivo,false,Coahuila de Zaragoza
466,SECRETARIA DE EDUCACION,Estatal,Ejecutivo,false,Coahuila de Zaragoza
467,SECRETARIA DE FINANZAS,Estatal,Ejecutivo,false,Coahuila de Zaragoza
468,SECRETARIA DE FISCALIZACION Y RENDICION DE CUENTAS,Estatal,Ejecutivo,false,Coahuila de Zaragoza
469,SECRETARIA DE GOBIERNO,Estatal,Ejecutivo,false,Coahuila de Zaragoza
470,SECRETARIA DE INCLUSION Y DESARROLLO SOCIAL,Estatal,Ejecutivo,false,Coahuila de Zaragoza
471,SECRETARIA DE INFRAESTRUCTURA DESARROLLO URBANO Y MOVILIDAD,Estatal,Ejecutivo,false,Coahuila de Zaragoza
472,SECRETARIA DE LA INVERSION PUBLICA PRODUCTIVA,Estatal,Ejecutivo,false,Coahuila de Zaragoza
473,SECRETARIA DE MEDIO AMBIENTE,Estatal,Ejecutivo,false,Coahuila de Zaragoza
474,SECRETARIA DE SALUD,Estatal,Ejecutivo,false,Coahuila de Zaragoza
475,SECRETARIA DE SEGURIDAD PUBLICA,Estatal,Ejecutivo,false,Coahuila de Zaragoza
476,SECRETARIA DE TRABAJO,Estatal,Ejecutivo,false,Coahuila de Zaragoza
477,SECRETARIA DE TURISMO,Estatal,Ejecutivo,false,Coahuila de Zaragoza
478,SECRETARIA DE VIVIENDA Y ORDENAMIENTO TERRITORIAL,Estatal,Ejecutivo,false,Coahuila de Zaragoza
479,INSTITUTO COAHUILENSE DE ACCESO A LA INFORMACION,Estatal,Autonomo,false,Coahuila de Zaragoza
480,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA Y LA PROTECCION DE LOS DERECHOS,Estatal,Ejecutivo,false,Coahuila de Zaragoza
481,TRIBUNAL ELECTORAL DEL ESTADO DE COAHUILA DE ZARAGOZA,Estatal,Autonomo,false,Coahuila de Zaragoza
482,MUNICIPIO DE ABASOLO,Municipal,Municipal,,Coahuila de Zaragoza
483,MUNICIPIO DE CIUDAD ACUñA,Municipal,Municipal,,Coahuila de Zaragoza
484,MUNICIPIO DE ALLENDE,Municipal,Municipal,,Coahuila de Zaragoza
485,MUNICIPIO DE ARTEAGA,Municipal,Municipal,,Coahuila de Zaragoza
486,MUNICIPIO DE CANDELA,Municipal,Municipal,,Coahuila de Zaragoza
487,MUNICIPIO DE CASTAñOS,Municipal,Municipal,,Coahuila de Zaragoza
488,MUNICIPIO DE CUATRO CIéNEGAS DE CARRANZA,Municipal,Municipal,,Coahuila de Zaragoza
489,MUNICIPIO DE ESCOBEDO,Municipal,Municipal,,Coahuila de Zaragoza
490,MUNICIPIO DE FRANCISCO I. MADERO,Municipal,Municipal,,Coahuila de Zaragoza
491,MUNICIPIO DE FRONTERA,Municipal,Municipal,,Coahuila de Zaragoza
492,MUNICIPIO DE GENERAL CEPEDA,Municipal,Municipal,,Coahuila de Zaragoza
493,MUNICIPIO DE GUERRERO,Municipal,Municipal,,Coahuila de Zaragoza
494,MUNICIPIO DE HIDALGO,Municipal,Municipal,,Coahuila de Zaragoza
495,MUNICIPIO DE JIMéNEZ,Municipal,Municipal,,Coahuila de Zaragoza
496,MUNICIPIO DE JUáREZ,Municipal,Municipal,,Coahuila de Zaragoza
497,MUNICIPIO DE LAMADRID,Municipal,Municipal,,Coahuila de Zaragoza
498,MUNICIPIO DE MATAMOROS,Municipal,Municipal,,Coahuila de Zaragoza
499,MUNICIPIO DE MONCLOVA,Municipal,Municipal,,Coahuila de Zaragoza
500,MUNICIPIO DE MORELOS,Municipal,Municipal,,Coahuila de Zaragoza
501,MUNICIPIO DE CIUDAD MELCHOR MúZQUIZ,Municipal,Municipal,,Coahuila de Zaragoza
502,MUNICIPIO DE NADADORES,Municipal,Municipal,,Coahuila de Zaragoza
503,MUNICIPIO DE NAVA,Municipal,Municipal,,Coahuila de Zaragoza
504,MUNICIPIO DE OCAMPO,Municipal,Municipal,,Coahuila de Zaragoza
505,MUNICIPIO DE PARRAS DE LA FUENTE,Municipal,Municipal,,Coahuila de Zaragoza
506,MUNICIPIO DE PIEDRAS NEGRAS,Municipal,Municipal,,Coahuila de Zaragoza
507,MUNICIPIO DE PROGRESO,Municipal,Municipal,,Coahuila de Zaragoza
508,MUNICIPIO DE RAMOS ARIZPE,Municipal,Municipal,,Coahuila de Zaragoza
509,MUNICIPIO DE SABINAS,Municipal,Municipal,,Coahuila de Zaragoza
510,MUNICIPIO DE SACRAMENTO,Municipal,Municipal,,Coahuila de Zaragoza
511,MUNICIPIO DE SALTILLO,Municipal,Municipal,,Coahuila de Zaragoza
512,MUNICIPIO DE SAN BUENAVENTURA,Municipal,Municipal,,Coahuila de Zaragoza
513,MUNICIPIO DE NUEVA ROSITA,Municipal,Municipal,,Coahuila de Zaragoza
514,MUNICIPIO DE SAN PEDRO,Municipal,Municipal,,Coahuila de Zaragoza
515,MUNICIPIO DE SIERRA MOJADA,Municipal,Municipal,,Coahuila de Zaragoza
516,MUNICIPIO DE TORREóN,Municipal,Municipal,,Coahuila de Zaragoza
517,MUNICIPIO DE VIESCA,Municipal,Municipal,,Coahuila de Zaragoza
518,MUNICIPIO DE VILLA UNIóN,Municipal,Municipal,,Coahuila de Zaragoza
519,MUNICIPIO DE ZARAGOZA,Municipal,Municipal,,Coahuila de Zaragoza
520,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE COLIMA,Estatal,Autonomo,false,Colima
521,CONTRALORIA GENERAL DEL INSTITUTO ELECTORAL DEL ESTADO,Estatal,Autonomo,false,Colima
522,CONTRALORIA INTERNA DEL ORGANO SUPERIOR DE AUDITORIA Y FISCALIZACION GUBERNAMENTAL DEL ESTADO,Estatal,Autonomo,false,Colima
523,CONTRALORIA INTERNA DEL TRIBUNAL ELECTORAL DEL ESTADO,Estatal,Autonomo,false,Colima
524,OIC COMISION DE DERECHOS HUMANOS DEL ESTADO DE COLIMA,Estatal,Autonomo,false,Colima
525,INSTITUTO DE TRANSPARENCIA ACCESO A LA INFORMACION PUBLICA Y PROTECCION DE DATOS DEL ESTADO DE COLIMA,Estatal,Autonomo,false,Colima
526,H. TRIBUNAL SUPERIOR DE JUSTICIA DEL ESTADO DE COLIMA,Estatal,Judicial,false,Colima
527,TRIBUNAL ELECTORAL DEL ESTADO DE COLIMA,Estatal,Autonomo,false,Colima
528,TRIBUNAL DE ARBITRAJE Y ESCALAFÓN DEL ESTADO DE COLIMA,Estatal,Autonomo,false,Colima
529,INSTITUTO ELECTORAL DEL ESTADO DE COLIMA,Estatal,Autonomo,false,Colima
530,MUNICIPIO DE CIUDAD DE ARMERíA,Municipal,Municipal,,Colima
531,MUNICIPIO DE COLIMA,Municipal,Municipal,,Colima
532,MUNICIPIO DE COMALA,Municipal,Municipal,,Colima
533,MUNICIPIO DE COQUIMATLáN,Municipal,Municipal,,Colima
534,MUNICIPIO DE CUAUHTéMOC,Municipal,Municipal,,Colima
535,MUNICIPIO DE IXTLAHUACáN,Municipal,Municipal,,Colima
536,MUNICIPIO DE MANZANILLO,Municipal,Municipal,,Colima
537,MUNICIPIO DE MINATITLáN,Municipal,Municipal,,Colima
538,MUNICIPIO DE TECOMáN,Municipal,Municipal,,Colima
539,MUNICIPIO DE CIUDAD DE VILLA DE ÁLVAREZ,Municipal,Municipal,,Colima
540,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE DURANGO,Estatal,Autonomo,true,Durango
541,OIC CENTRO DE CONCILIACION LABORAL DEL ESTADO DE DURANGO,Estatal,Ejecutivo,true,Durango
542,OIC COLEGIO DE BACHILLERES DEL ESTADO DE DURANGO,Estatal,Ejecutivo,true,Durango
543,OIC DIVISIÓN DE ESTUDIOS SUPERIORES DEL INSTITUTO 18 DE MARZO,Estatal,Ejecutivo,true,Durango
544,OIC COMISION ESTATAL DE SUELO Y VIVIENDA,Estatal,Ejecutivo,true,Durango
545,OIC CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE DURANGO,Estatal,Ejecutivo,true,Durango
546,OIC INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR 18 DE MARZO,Estatal,Ejecutivo,true,Durango
547,OIC FISCALIA GENERAL DEL ESTADO,Estatal,Autonomo,true,Durango
548,OIC INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA DEL ESTADO DE DURANGO,Estatal,Autonomo,true,Durango
549,OIC INSTITUTO DE CULTURA DEL ESTADO DE DURANGO,Estatal,Ejecutivo,true,Durango
550,OIC INSTITUTO DURANGUENSE DE EDUCACION PARA ADULTOS,Estatal,Ejecutivo,true,Durango
551,OIC INSTITUTO DURANGUENSE DE LA JUVENTUD,Estatal,Ejecutivo,true,Durango
552,OIC INSTITUTO ESTATAL DE LAS MUJERES,Estatal,Ejecutivo,true,Durango
