id,nombre,ambito_gobierno,poder_gobierno,sistema3,entidad_nombre
3146,SERVICIO ESTATAL DE EMPLEO,Estatal,Ejecutivo,true,Tabasco
3147,SERVICIOS DE SALUD DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3148,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,Estatal,Ejecutivo,true,Tabasco
3149,TELEVISION TABASQUEÑA S.A. DE C.V.,Estatal,Ejecutivo,true,Tabasco
3150,TRIBUNAL ELECTORAL DE TABASCO,Estatal,Autonomo,true,Tabasco
3151,TRIBUNAL SUPERIOR DE JUSTICIA DEL ESTADO DE TABASCO,Estatal,Judicial,true,Tabasco
3152,MUNICIPIO DE BALANCáN,Municipal,Municipal,,Tabasco
3153,MUNICIPIO DE CáRDENAS,Municipal,Municipal,,Tabasco
3154,MUNICIPIO DE FRONTERA,Municipal,Municipal,,Tabasco
3155,MUNICIPIO DE VILLAHERMOSA,Municipal,Municipal,,Tabasco
3156,MUNICIPIO DE COMALCALCO,Municipal,Municipal,,Tabasco
3157,MUNICIPIO DE CUNDUACáN,Municipal,Municipal,,Tabasco
3158,MUNICIPIO DE EMILIANO ZAPATA,Municipal,Municipal,,Tabasco
3159,MUNICIPIO DE HUIMANGUILLO,Municipal,Municipal,,Tabasco
3160,MUNICIPIO DE JALAPA,Municipal,Municipal,,Tabasco
3161,MUNICIPIO DE JALPA DE MéNDEZ,Municipal,Municipal,,Tabasco
3162,MUNICIPIO DE JONUTA,Municipal,Municipal,,Tabasco
3163,MUNICIPIO DE MACUSPANA,Municipal,Municipal,,Tabasco
3164,MUNICIPIO DE NACAJUCA,Municipal,Municipal,,Tabasco
3165,MUNICIPIO DE PARAíSO,Municipal,Municipal,,Tabasco
3166,MUNICIPIO DE TACOTALPA,Municipal,Municipal,,Tabasco
3167,MUNICIPIO DE TEAPA,Municipal,Municipal,,Tabasco
3168,MUNICIPIO DE TENOSIQUE DE PINO SUáREZ,Municipal,Municipal,,Tabasco
3169,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE TAMAULIPAS,Estatal,Autonomo,false,Tamaulipas
3170,COMISARIA EN EL CENTRO DE CONCILIACION LABORAL DEL ESTADO DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3171,COMISARIA EN EL CENTRO REGIONAL DE FORMACION DOCENTE E INVESTIGACION EDUCATIVA,Estatal,Ejecutivo,false,Tamaulipas
3172,COMISARIA EN EL COLEGIO DE BACHILLERES DEL ESTADO DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3173,COMISARIA EN EL COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3174,COMISARIA EN EL COLEGIO DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3175,COMISARIA EN EL COLEGIO SAN JUAN SIGLO XXI,Estatal,Ejecutivo,false,Tamaulipas
3176,COMISARIA EN EL CONSEJO TAMAULIPECO DE CIENCIA Y TECNOLOGIA,Estatal,Ejecutivo,false,Tamaulipas
3177,COMISARIA EN EL INSTITUTO DE LA JUVENTUD DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3178,COMISARIA EN EL INSTITUTO DE LAS MUJERES EN TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3179,COMISARIA EN EL INSTITUTO DE PREVISION Y SEGURIDAD SOCIAL DEL ESTADO DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3180,COMISARIA EN EL INSTITUTO DEL DEPORTE DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3181,COMISARIA EN EL INSTITUTO METROPOLITANO DE PLANEACION DEL SUR DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3182,COMISARIA EN EL INSTITUTO REGISTRAL Y CATASTRAL,Estatal,Ejecutivo,false,Tamaulipas
3183,COMISARIA EN EL INSTITUTO TAMAULIPECO DE BECAS ESTIMULOS Y CREDITOS EDUCATIVOS,Estatal,Ejecutivo,false,Tamaulipas
3184,COMISARIA EN EL INSTITUTO TAMAULIPECO DE EDUCACION PARA ADULTOS,Estatal,Ejecutivo,false,Tamaulipas
3185,COMISARIA EN EL INSTITUTO TAMAULIPECO DE INFRAESTRUCTURA FISICA Y EDUCATIVA,Estatal,Ejecutivo,false,Tamaulipas
3186,COMISARIA EN EL INSTITUTO TAMAULIPECO DE VIVIENDA Y URBANISMO,Estatal,Ejecutivo,false,Tamaulipas
3187,COMISARIA EN EL INSTITUTO TAMAULIPECO PARA LA CULTURA Y LA ARTES,Estatal,Ejecutivo,false,Tamaulipas
3188,COMISARIA EN EL INSTITUTO TECNOLOGICO SUPERIOR DEL MANTE,Estatal,Ejecutivo,false,Tamaulipas
3189,COMISARIA EN EL SISTEMA ESTATAL RADIO TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3190,COMISARIA EN EL SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3191,COMISARIA EN INSTITUTO TAMAULIPECO DE CAPACITACION PARA EL EMPLEO,Estatal,Ejecutivo,false,Tamaulipas
3192,COMISARIA EN LA COMISION DE CAZA Y PESCA DEPORTIVA DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3193,COMISARIA EN LA COMISION DE ENERGIA DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3194,COMISARIA EN LA COMISION DE PARQUES Y BIODIVERSIDAD DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3195,COMISARIA EN LA COMISION ESTATAL DE AGUA DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3196,COMISARIA EN LA COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO,Estatal,Ejecutivo,false,Tamaulipas
3197,COMISARIA EN LA SECRETARIA EJECUTIVA DEL SISTEMA DE ANTICORRUPCION,Estatal,Ejecutivo,false,Tamaulipas
3198,COMISARIA EN SERVICIOS DE SALUD DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3199,DIRECCION DE CONTRALORIA DEL PODER JUDICIAL DE TAMAULIPAS,Estatal,Judicial,false,Tamaulipas
3200,A FISCALIA GENERAL DE JUSTICIA DEL ESTADO,Estatal,Autonomo,false,Tamaulipas
3201,COMISION DE DERECHOS HUMANOS DEL ESTADO DE TAMAULIPAS,Estatal,Autonomo,false,Tamaulipas
3202,INSTITUTO DE TRANSPARENCIA Y ACCESO A LA INFORMACION DE TAMAULIPAS,Estatal,Autonomo,false,Tamaulipas
3203,INSTITUTO ELECTORAL DE TAMAULIPAS,Estatal,Autonomo,false,Tamaulipas
3204,TRIBUNAL ELECTORAL DEL ESTADO DE TAMAULIPAS,Estatal,Autonomo,false,Tamaulipas
3205,CONTRALORIA GUBERNAMENTAL,Estatal,Ejecutivo,false,Tamaulipas
3206,SECRETARIA DE ADMINISTRACION,Estatal,Ejecutivo,false,Tamaulipas
3207,SECRETARIA DE BIENESTAR SOCIAL,Estatal,Ejecutivo,false,Tamaulipas
3208,SECRETARIA DE DESARROLLO ECONOMICO,Estatal,Ejecutivo,false,Tamaulipas
3209,SECRETARIA DE DESARROLLO RURAL,Estatal,Ejecutivo,false,Tamaulipas
3210,SECRETARIA DE DESARROLLO URBANO Y MEDIO AMBIENTE,Estatal,Ejecutivo,false,Tamaulipas
3211,SECRETARIA DE EDUCACION,Estatal,Ejecutivo,false,Tamaulipas
3212,SECRETARIA DE FINANZAS,Estatal,Ejecutivo,false,Tamaulipas
3213,SECRETARIA DE OBRAS PUBLICAS,Estatal,Ejecutivo,false,Tamaulipas
3214,SECRETARIA DE PESCA Y ACUACULTURA,Estatal,Ejecutivo,false,Tamaulipas
3215,SECRETARIA DE SALUD,Estatal,Ejecutivo,false,Tamaulipas
3216,SECRETARIA DE SEGURIDAD PUBLICA,Estatal,Ejecutivo,false,Tamaulipas
3217,SECRETARIA DE TURISMO,Estatal,Ejecutivo,false,Tamaulipas
3218,SECRETARIA DEL TRABAJO,Estatal,Ejecutivo,false,Tamaulipas
3219,SECRETARIA GENERAL DE GOBIERNO,Estatal,Ejecutivo,false,Tamaulipas
3220,OFICINAS DEL GOBERNADOR,Estatal,Ejecutivo,false,Tamaulipas
3221,UNIDAD DE CONTRALORIA INTERNA DEL CONGRESO DEL ESTADO LIBRE Y SOBERANO DE TAMAULIPAS,Estatal,Ejecutivo,false,Tamaulipas
3222,MUNICIPIO DE ABASOLO,Municipal,Municipal,,Tamaulipas
3223,MUNICIPIO DE ALDAMA,Municipal,Municipal,,Tamaulipas
3224,MUNICIPIO DE ALTAMIRA,Municipal,Municipal,,Tamaulipas
3225,MUNICIPIO DE ANTIGUO MORELOS,Municipal,Municipal,,Tamaulipas
3226,MUNICIPIO DE BURGOS,Municipal,Municipal,,Tamaulipas
3227,MUNICIPIO DE BUSTAMANTE,Municipal,Municipal,,Tamaulipas
3228,MUNICIPIO DE CIUDAD CAMARGO,Municipal,Municipal,,Tamaulipas
3229,MUNICIPIO DE CASAS,Municipal,Municipal,,Tamaulipas
3230,MUNICIPIO DE CIUDAD MADERO,Municipal,Municipal,,Tamaulipas
3231,MUNICIPIO DE CRUILLAS,Municipal,Municipal,,Tamaulipas
3232,MUNICIPIO DE GóMEZ FARíAS,Municipal,Municipal,,Tamaulipas
3233,MUNICIPIO DE GONZáLEZ,Municipal,Municipal,,Tamaulipas
3234,MUNICIPIO DE GüéMEZ,Municipal,Municipal,,Tamaulipas
3235,MUNICIPIO DE NUEVA CIUDAD GUERRERO,Municipal,Municipal,,Tamaulipas
3236,MUNICIPIO DE CIUDAD GUSTAVO DíAZ ORDAZ,Municipal,Municipal,,Tamaulipas
3237,MUNICIPIO DE HIDALGO,Municipal,Municipal,,Tamaulipas
3238,MUNICIPIO DE JAUMAVE,Municipal,Municipal,,Tamaulipas
3239,MUNICIPIO DE SANTANDER JIMéNEZ,Municipal,Municipal,,Tamaulipas
3240,MUNICIPIO DE LLERA DE CANALES,Municipal,Municipal,,Tamaulipas
3241,MUNICIPIO DE VILLA MAINERO,Municipal,Municipal,,Tamaulipas
3242,MUNICIPIO DE CIUDAD MANTE,Municipal,Municipal,,Tamaulipas
3243,MUNICIPIO DE HEROICA MATAMOROS,Municipal,Municipal,,Tamaulipas
3244,MUNICIPIO DE MéNDEZ,Municipal,Municipal,,Tamaulipas
3245,MUNICIPIO DE MIER,Municipal,Municipal,,Tamaulipas
3246,MUNICIPIO DE CIUDAD MIGUEL ALEMáN,Municipal,Municipal,,Tamaulipas
3247,MUNICIPIO DE MIQUIHUANA,Municipal,Municipal,,Tamaulipas
3248,MUNICIPIO DE NUEVO LAREDO,Municipal,Municipal,,Tamaulipas
3249,MUNICIPIO DE NUEVO MORELOS,Municipal,Municipal,,Tamaulipas
3250,MUNICIPIO DE OCAMPO,Municipal,Municipal,,Tamaulipas
3251,MUNICIPIO DE NUEVA VILLA DE PADILLA,Municipal,Municipal,,Tamaulipas
3252,MUNICIPIO DE PALMILLAS,Municipal,Municipal,,Tamaulipas
3253,MUNICIPIO DE REYNOSA,Municipal,Municipal,,Tamaulipas
3254,MUNICIPIO DE CIUDAD RíO BRAVO,Municipal,Municipal,,Tamaulipas
3255,MUNICIPIO DE SAN CARLOS,Municipal,Municipal,,Tamaulipas
3256,MUNICIPIO DE SAN FERNANDO,Municipal,Municipal,,Tamaulipas
3257,MUNICIPIO DE SAN NICOLáS,Municipal,Municipal,,Tamaulipas
3258,MUNICIPIO DE SOTO LA MARINA,Municipal,Municipal,,Tamaulipas
3259,MUNICIPIO DE TAMPICO,Municipal,Municipal,,Tamaulipas
3260,MUNICIPIO DE CIUDAD TULA,Municipal,Municipal,,Tamaulipas
3261,MUNICIPIO DE VALLE HERMOSO,Municipal,Municipal,,Tamaulipas
3262,MUNICIPIO DE CIUDAD VICTORIA,Municipal,Municipal,,Tamaulipas
3263,MUNICIPIO DE VILLAGRáN,Municipal,Municipal,,Tamaulipas
3264,MUNICIPIO DE XICOTéNCATL,Municipal,Municipal,,Tamaulipas
3265,TRIBUNAL DE JUSTICIA ADMINISTRATIVA,Estatal,Judicial,true,Tlaxcala
3266,TRIBUNAL SUPERIOR DE JUSTICIA,Estatal,Judicial,true,Tlaxcala
3267,MUNICIPIO DE AMAXAC DE GUERRERO,Municipal,Municipal,,Tlaxcala
3268,MUNICIPIO DE APETATITLáN,Municipal,Municipal,,Tlaxcala
3269,MUNICIPIO DE ATLANGATEPEC,Municipal,Municipal,,Tlaxcala
3270,MUNICIPIO DE ATLZAYANCA,Municipal,Municipal,,Tlaxcala
3271,MUNICIPIO DE CIUDAD DE APIZACO,Municipal,Municipal,,Tlaxcala
3272,MUNICIPIO DE HEROICA CIUDAD DE CALPULALPAN,Municipal,Municipal,,Tlaxcala
3273,MUNICIPIO DE VILLA DE EL CARMEN TEQUEXQUITLA,Municipal,Municipal,,Tlaxcala
3274,MUNICIPIO DE CUAPIAXTLA,Municipal,Municipal,,Tlaxcala
3275,MUNICIPIO DE CUAXOMULCO,Municipal,Municipal,,Tlaxcala
3276,MUNICIPIO DE SANTA ANA CHIAUTEMPAN,Municipal,Municipal,,Tlaxcala
3277,MUNICIPIO DE MUñOZ,Municipal,Municipal,,Tlaxcala
3278,MUNICIPIO DE ESPAñITA,Municipal,Municipal,,Tlaxcala
3279,MUNICIPIO DE HUAMANTLA,Municipal,Municipal,,Tlaxcala
3280,MUNICIPIO DE HUEYOTLIPAN,Municipal,Municipal,,Tlaxcala
3281,MUNICIPIO DE VILLA MARIANO MATAMOROS,Municipal,Municipal,,Tlaxcala
3282,MUNICIPIO DE IXTENCO,Municipal,Municipal,,Tlaxcala
3283,MUNICIPIO DE MAZATECOCHCO,Municipal,Municipal,,Tlaxcala
3284,MUNICIPIO DE CONTLA,Municipal,Municipal,,Tlaxcala
3285,MUNICIPIO DE TEPETITLA,Municipal,Municipal,,Tlaxcala
3286,MUNICIPIO DE SANCTóRUM,Municipal,Municipal,,Tlaxcala
3287,MUNICIPIO DE CIUDAD DE NANACAMILPA,Municipal,Municipal,,Tlaxcala
3288,MUNICIPIO DE ACUAMANALA,Municipal,Municipal,,Tlaxcala
3289,MUNICIPIO DE NATíVITAS,Municipal,Municipal,,Tlaxcala
3290,MUNICIPIO DE PANOTLA,Municipal,Municipal,,Tlaxcala
3291,MUNICIPIO DE CIUDAD DE SAN PABLO DEL MONTE,Municipal,Municipal,,Tlaxcala
3292,MUNICIPIO DE SANTA CRUZ TLAXCALA,Municipal,Municipal,,Tlaxcala
3293,MUNICIPIO DE TENANCINGO,Municipal,Municipal,,Tlaxcala
3294,MUNICIPIO DE TEOLOCHOLCO,Municipal,Municipal,,Tlaxcala
3295,MUNICIPIO DE TEPEYANCO,Municipal,Municipal,,Tlaxcala
3296,MUNICIPIO DE TERRENATE,Municipal,Municipal,,Tlaxcala
3297,MUNICIPIO DE TETLA,Municipal,Municipal,,Tlaxcala
3298,MUNICIPIO DE TETLATLAHUCA,Municipal,Municipal,,Tlaxcala
3299,MUNICIPIO DE TLAXCALA DE XICOHTéNCATL,Municipal,Municipal,,Tlaxcala
3300,MUNICIPIO DE TLAXCO,Municipal,Municipal,,Tlaxcala
3301,MUNICIPIO DE TOCATLáN,Municipal,Municipal,,Tlaxcala
3302,MUNICIPIO DE SAN JUAN TOTOLAC,Municipal,Municipal,,Tlaxcala
3303,MUNICIPIO DE ZITLALTéPEC,Municipal,Municipal,,Tlaxcala
3304,MUNICIPIO DE TZOMPANTEPEC,Municipal,Municipal,,Tlaxcala
3305,MUNICIPIO DE XALOZTOC,Municipal,Municipal,,Tlaxcala
3306,MUNICIPIO DE XALTOCAN,Municipal,Municipal,,Tlaxcala
3307,MUNICIPIO DE PAPALOTLA,Municipal,Municipal,,Tlaxcala
3308,MUNICIPIO DE XICOHTZINCO,Municipal,Municipal,,Tlaxcala
3309,MUNICIPIO DE SAN DIONISIO YAUHQUEMEHCAN,Municipal,Municipal,,Tlaxcala
3310,MUNICIPIO DE ZACATELCO,Municipal,Municipal,,Tlaxcala
3311,MUNICIPIO DE BENITO JUáREZ,Municipal,Municipal,,Tlaxcala
3312,MUNICIPIO DE EMILIANO ZAPATA,Municipal,Municipal,,Tlaxcala
3313,MUNICIPIO DE LáZARO CáRDENAS,Municipal,Municipal,,Tlaxcala
3314,MUNICIPIO DE LA MAGDALENA TLALTELULCO,Municipal,Municipal,,Tlaxcala
3315,MUNICIPIO DE SAN DAMIáN TEXóLOC,Municipal,Municipal,,Tlaxcala
3316,MUNICIPIO DE SAN FRANCISCO TETLANOHCAN,Municipal,Municipal,,Tlaxcala
3317,MUNICIPIO DE SAN JERóNIMO ZACUALPAN,Municipal,Municipal,,Tlaxcala
3318,MUNICIPIO DE SAN JOSé TEACALCO,Municipal,Municipal,,Tlaxcala
3319,MUNICIPIO DE SAN JUAN HUACTZINCO,Municipal,Municipal,,Tlaxcala
3320,MUNICIPIO DE SAN LORENZO AXOCOMANITLA,Municipal,Municipal,,Tlaxcala
3321,MUNICIPIO DE SAN LUCAS TECOPILCO,Municipal,Municipal,,Tlaxcala
3322,MUNICIPIO DE SANTA ANA NOPALUCAN,Municipal,Municipal,,Tlaxcala
3323,MUNICIPIO DE SANTA APOLONIA TEACALCO,Municipal,Municipal,,Tlaxcala
3324,MUNICIPIO DE SANTA CATARINA AYOMETLA,Municipal,Municipal,,Tlaxcala
3325,MUNICIPIO DE SANTA CRUZ QUILEHTLA,Municipal,Municipal,,Tlaxcala
3326,MUNICIPIO DE SANTA ISABEL XILOXOXTLA,Municipal,Municipal,,Tlaxcala
3327,COMISIóN DE AGUA Y SANEAMIENTO DE FORTíN,Estatal,Ejecutivo,false,Veracruz de Ignacio de la Llave
3328,COMISIóN ESTATAL DE DERECHOS HUMANOS,Estatal,Autonomo,true,Veracruz de Ignacio de la Llave
3329,COMISIóN ESTATAL PARA LA ATENCIóN Y PROTECCIóN DE LOS PERIODISTAS,Estatal,Autonomo,true,Veracruz de Ignacio de la Llave
3330,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE VERACRUZ,Estatal,Autonomo,true,Veracruz de Ignacio de la Llave
3331,MUNICIPIO DE ACAJETE,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3332,MUNICIPIO DE ACATLáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3333,MUNICIPIO DE ACAYUCAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3334,MUNICIPIO DE ACTOPAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3335,MUNICIPIO DE ACULA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3336,MUNICIPIO DE ACULTZINGO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3337,MUNICIPIO DE CAMARóN DE TEJEDA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3338,MUNICIPIO DE ALPATLáHUAC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3339,MUNICIPIO DE ALTO LUCERO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3340,MUNICIPIO DE ALTOTONGA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3341,MUNICIPIO DE ALVARADO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3342,MUNICIPIO DE AMATITLáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3343,MUNICIPIO DE NARANJOS,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3344,MUNICIPIO DE AMATLáN DE LOS REYES,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3345,MUNICIPIO DE ÁNGEL R. CABADA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3346,MUNICIPIO DE JOSé CARDEL,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3347,MUNICIPIO DE APAZAPAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3348,MUNICIPIO DE AQUILA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3349,MUNICIPIO DE ASTACINGA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3350,MUNICIPIO DE ATLAHUILCO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3351,MUNICIPIO DE ATOYAC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3352,MUNICIPIO DE ATZACAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3353,MUNICIPIO DE ATZALAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3354,MUNICIPIO DE TLALTETELA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3355,MUNICIPIO DE AYAHUALULCO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3356,MUNICIPIO DE BANDERILLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3357,MUNICIPIO DE BENITO JUáREZ,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3358,MUNICIPIO DE BOCA DEL RíO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3359,MUNICIPIO DE CALCAHUALCO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3360,MUNICIPIO DE CIUDAD MENDOZA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3361,MUNICIPIO DE TAMARINDO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3362,MUNICIPIO DE CATEMACO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3363,MUNICIPIO DE CAZONES DE HERRERA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3364,MUNICIPIO DE CERRO AZUL,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3365,MUNICIPIO DE CITLALTéPEC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3366,MUNICIPIO DE COACOATZINTLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3367,MUNICIPIO DE PROGRESO DE ZARAGOZA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3368,MUNICIPIO DE COATEPEC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3369,MUNICIPIO DE COATZACOALCOS,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3370,MUNICIPIO DE COATZINTLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3371,MUNICIPIO DE COETZALA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3372,MUNICIPIO DE COLIPA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3373,MUNICIPIO DE COMAPA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3374,MUNICIPIO DE CóRDOBA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3375,MUNICIPIO DE COSAMALOAPAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3376,MUNICIPIO DE COSAUTLáN DE CARVAJAL,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3377,MUNICIPIO DE COSCOMATEPEC DE BRAVO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3378,MUNICIPIO DE COSOLEACAQUE,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3379,MUNICIPIO DE COTAXTLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3380,MUNICIPIO DE COXQUIHUI,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3381,MUNICIPIO DE COYUTLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3382,MUNICIPIO DE CUICHAPA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3383,MUNICIPIO DE CUITLáHUAC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3384,MUNICIPIO DE CHACALTIANGUIS,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3385,MUNICIPIO DE CHALMA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3386,MUNICIPIO DE CHICONAMEL,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3387,MUNICIPIO DE CHICONQUIACO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3388,MUNICIPIO DE CHICONTEPEC DE TEJEDA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3389,MUNICIPIO DE CHINAMECA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3390,MUNICIPIO DE CHINAMPA DE GOROSTIZA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3391,MUNICIPIO DE LAS CHOAPAS,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3392,MUNICIPIO DE CHOCAMáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3393,MUNICIPIO DE CHONTLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3394,MUNICIPIO DE CHUMATLáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3395,MUNICIPIO DE DOS RíOS,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3396,MUNICIPIO DE ESPINAL,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3397,MUNICIPIO DE FILOMENO MATA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3398,MUNICIPIO DE FORTíN DE LAS FLORES,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3399,MUNICIPIO DE GUTIéRREZ ZAMORA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3400,MUNICIPIO DE HIDALGOTITLáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3401,MUNICIPIO DE HUATUSCO DE CHICUELLAR,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3402,MUNICIPIO DE HUAYACOCOTLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3403,MUNICIPIO DE HUEYAPAN DE OCAMPO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3404,MUNICIPIO DE HUILOAPAN DE CUAUHTéMOC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3405,MUNICIPIO DE IGNACIO DE LA LLAVE,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3406,MUNICIPIO DE ILAMATLáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3407,MUNICIPIO DE ISLA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3408,MUNICIPIO DE IXCATEPEC,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3409,MUNICIPIO DE IXHUACáN DE LOS REYES,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3410,MUNICIPIO DE IXHUATLáN DEL CAFé,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3411,MUNICIPIO DE IXHUATLANCILLO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3412,MUNICIPIO DE IXHUATLáN DEL SURESTE,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3413,MUNICIPIO DE IXHUATLáN DE MADERO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3414,MUNICIPIO DE IXMATLAHUACAN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3415,MUNICIPIO DE IXTACZOQUITLáN,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3416,MUNICIPIO DE JALACINGO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3417,MUNICIPIO DE XALAPA-ENRíQUEZ,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3418,MUNICIPIO DE JALCOMULCO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3419,MUNICIPIO DE JáLTIPAN DE MORELOS,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3420,MUNICIPIO DE JAMAPA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3421,MUNICIPIO DE JESúS CARRANZA,Municipal,Municipal,,Veracruz de Ignacio de la Llave
3422,MUNICIPIO DE XICO,Municipal,Municipal,,Veracruz de Ignacio de la Llave
